genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ATG7	8.34386561083945	-0.515232318304034	0.472134997179975	-1.09128177614766	0.275148914104924	0.818662989278518
ATG9A	0.654526047664885	0.15524815069286	1.09507912498179	0.141768888796452	0.88726255896042	NA
ATG9B	0.0758251291283202	-0.97343140157197	3.84686871653799	-0.253045131846354	0.800233337627934	NA
ATIC	1.33709318030701	0.640433576928108	0.8447072105198	0.758172262474248	0.448347864040202	NA
ATL1	11.1922706635257	-0.29240224429261	0.657875122699824	-0.44446466237032	0.656706672149028	0.947588350915232
ATL2	3.03919507076523	-0.494928111253184	0.69735414985257	-0.709722759028276	0.47787607592894	0.883869472535857
ATL3	2.79477169840105	-0.19593234614005	0.742619259095099	-0.263839570197517	0.791903541959753	0.971674366457126
ATM	9.01547369329399	0.422478264554812	0.409615850563871	1.03140116275587	0.302352735822463	0.827481417163344
ATMIN	0.952419962364377	-0.96928336706236	1.39064900572371	-0.697000726332042	0.485802339257704	NA
ATN1	1.67003126551372	0.267438173959604	0.942054830252537	0.283888119216916	0.776496121580563	NA
ATOH7	0.0227446279800096	-0.747821581014813	4.23418642101001	-0.176615176248293	0.85981067256513	NA
ATOH8	1.60412452021257	1.19628386719374	0.810298186178647	1.47635017281155	0.139849911573903	NA
ATOX1	1.62869828270974	0.232387307007356	1.09482743767346	0.212259301339018	0.831904744788633	NA
ATP10A	0.593544739394063	-0.331251347518315	1.40839889866002	-0.235197107746587	0.814055750726661	NA
ATP10B	7.43193981147214	-1.09046116329546	0.660311067050389	-1.65143553956555	0.0986496729318717	0.644419054353558
ATP10D	2.71408629097549	-0.471556263753138	0.697434907670046	-0.676129425939532	0.498958475431025	NA
ATP11A	3.35427581125324	-2.09661142011716	0.774101008620421	-2.70844682640794	0.00675989434388718	0.259942328893806
ATP11B	5.69702697733565	-0.282101577596186	0.434313541264024	-0.649534381947104	0.515993030641247	0.888397520571299
ATP11C	2.38689312682987	0.147909417437837	0.798355138294085	0.185267696471382	0.853019073871223	NA
ATP12A	0.0718412008128937	-0.989744021413613	4.23332681959006	-0.233798160074364	0.815141678043018	NA
ATP13A1	0.868005640841171	0.0806907438177558	0.984219140973639	0.0819845301300811	0.934659015207286	NA
ATP13A2	1.88199148936281	-0.975859385135597	1.02254149713142	-0.954346975524435	0.339908036991971	NA
ATP13A3	5.23476500410175	0.248532704373759	0.478395228761029	0.519513342592108	0.603402810928415	0.927477127547886
ATP13A4	3.72992020066371	-0.173980552318914	0.880090189258909	-0.197684912799013	0.843291594609039	0.982229378260168
ATP13A5	1.53351673542941	0.77795639565124	1.28340227949116	0.606167222922247	0.544403715739404	NA
ATP1A1	3.53319359683712	0.592250151964987	0.701742535127797	0.843970719057424	0.398685768067418	0.855611173266417
ATP1A2	11.0552604430153	-2.62637588142196	0.831177509320765	-3.15982549090894	0.00157863660760904	0.120169684620035
ATP1A3	0.873932617627535	-1.48549715842453	1.20816412143351	-1.22954914160335	0.218865984988933	NA
ATP1B1	5.78401336892511	0.509729945910989	0.697717031759055	0.730568300197401	0.465042880431725	0.876942790601734
ATP1B2	1.85161974679392	-1.67356986453657	1.29033386380246	-1.29700530342183	0.19462936203009	NA
ATP1B3	3.63887527988642	0.686668566580908	0.754516555497169	0.910077534519367	0.362781621374906	0.85072506083282
ATP2A1	0.300549286309349	0.609974342796918	1.82365277096589	0.334479431889793	0.738017809023056	NA
ATP2A2	9.65914031704951	-0.0474091796998558	0.369795574786576	-0.128203750753961	0.897987731894198	0.983974954194638
ATP2A3	0.0822607249379745	-1.07795291365985	4.23304493120164	-0.254651895073047	0.798991973659026	NA
ATP2B1	10.0374891235162	0.44202953240053	0.638339310991625	0.692467978689674	0.488643488387154	0.884595278430707
ATP2B2	3.46884027789056	-2.75849977135982	0.986976128498939	-2.79490019232293	0.00519157404515457	0.220051945323029
ATP2B3	0.126792611361225	-1.21612988037792	2.87997926749715	-0.422270359409496	0.672827690535985	NA
ATP2B4	11.5861277309327	-0.598663406208615	0.588753944974264	-1.016831243882	0.309233716157038	0.828786740817831
ATP2C1	13.3572907175328	-0.501894372406198	0.475649704102193	-1.05517646300978	0.291344626701498	0.821237607960114
ATP2C2	0.974050289169541	1.94021258658171	1.30676793218629	1.48474150520026	0.137612312456282	NA
ATP4A	0	NA	NA	NA	NA	NA
ATP4B	0	NA	NA	NA	NA	NA
ATP6AP1	2.53961633191218	0.783577351805971	0.698909143527787	1.12114336900905	0.262226840708967	NA
ATP6AP1L	2.25367349441969	-0.20365373978067	0.914887620385206	-0.222599732735396	0.823847044476867	NA
ATP6AP2	2.0341639872871	0.981319546037294	0.959845895970106	1.02237197674892	0.306604878601021	NA
ATP6V0A1	6.80297650593621	-0.0858856202725927	0.511852459999464	-0.16779370421055	0.866745575590176	0.983974954194638
ATP6V0A2	10.5937577067235	-1.01285703134805	0.986752354050663	-1.02645514570117	0.304677095866261	0.827734608834357
ATP6V0A4	0.190577388431034	1.1046557440058	1.8531133065941	0.596108041572531	0.55110305238205	NA
ATP6V0B	2.77420633601037	0.333270046414325	0.960810283336613	0.346863529870825	0.728693846530069	NA
ATP6V0C	1.62449236753855	2.793395165291	2.27917006402858	1.22561945217616	0.220341914203128	NA
ATP6V0D1	1.89366323658285	0.520021451006849	0.901563750112953	0.576799423159702	0.564074959286868	NA
ATP6V0D2	0	NA	NA	NA	NA	NA
ATP6V0E1	5.63602853108709	0.471629589115503	0.599551157692408	0.786637775716658	0.431493939095342	0.86378122036817
ATP6V1A	5.15345601116196	-0.574148437149002	0.499675272724435	-1.14904312558536	0.250538198427419	0.790400531033148
ATP6V1B1	0.136920585673804	1.27437411218271	2.25168422740752	0.565964843858218	0.571417679596056	NA
ATP6V1B2	2.34165261583022	1.34367776658365	0.805616628302006	1.66788732925699	0.0953380954323113	NA
ATP6V1C1	3.35063630199237	0.214678227857688	0.608796579716969	0.352627191101324	0.724367949922551	0.967033805730535
ATP6V1C2	0.423146958305353	-2.30352638238564	1.80485779196156	-1.27629245508707	0.201852156291939	NA
ATP6V1D	2.35748204377744	-1.39921211844277	1.01263650430153	-1.38175160830083	0.167047982206826	NA
ATP6V1E1	3.0669798186251	-0.632573548917847	0.969559424489219	-0.652434015842915	0.514121226554463	0.888397520571299
ATP6V1E2	0.101654756740085	0.834178925760616	2.9549340300131	0.282300355029218	0.77771321336842	NA
ATP6V1F	0.52189101265015	1.01133097559023	1.63258229713688	0.619467072112589	0.535608707518493	NA
ATP6V1G1	2.29682755950634	0.905167307926546	0.945761563503081	0.957077706323595	0.338528035132624	NA
ATP6V1G2	0.604846605181557	-1.80614938328363	3.15144308863379	-0.573118197754484	0.566564666553117	NA
ATP6V1G3	0.0120283187017715	-0.65682155637264	4.23449464339992	-0.155112147182992	0.87673290602259	NA
ATP6V1H	5.06391791413308	-0.827931028520049	0.586276831623106	-1.41218445598118	0.157895656129969	0.726855733407027
ATP7A	4.11043427563918	-0.470457694470525	0.686030160450845	-0.685768238179718	0.492859268174823	0.885724582496843
ATP7B	0.888995244410433	-1.13054940677425	1.19076325907644	-0.949432557779035	0.342400658000383	NA
ATP8A1	16.3190343663492	-1.41148182553619	0.398668422014973	-3.54049066239609	0.000399383767606914	0.0545231542348193
ATP8A2	18.6436391009637	-2.14866143130035	1.02238296657181	-2.1016209204904	0.0355864957685615	0.490428871057932
ATP8B1	0.829482151729924	2.69720814590824	0.996085975545891	2.70780656702859	0.00677294850611126	NA
ATP8B2	1.75174160555575	-0.368929279942426	0.855933140430906	-0.431025815587295	0.66644959971243	NA
ATP8B3	0.0139693647651546	-0.67404911847158	4.23444545200101	-0.159182383174414	0.873525183074162	NA
ATP8B4	0.444150926575542	-0.374667452967177	1.84099798645017	-0.203513233433576	0.838733903325246	NA
ATP9A	5.38161671503739	-1.40346836041753	0.728591969227371	-1.92627481456573	0.0540700684525053	0.571467534894825
ATP9B	13.0988715751667	-0.482873300735216	0.36865231534007	-1.30983390214105	0.190252031533453	0.754385035610839
ATPAF1	3.11015428800814	0.546273625415776	0.57919003538491	0.943168203943186	0.345594874131487	0.84173178295689
ATPAF2	1.45439037668747	-0.0837974359101174	0.799170170687414	-0.104855560159407	0.916490422360577	NA
ATR	5.13951699625085	0.148856686184048	0.467458998965539	0.318437951806382	0.750152753964733	0.967385765040542
ATRAID	0.696506540546612	0.810203584420259	1.0045232107952	0.806555364488675	0.419922698526741	NA
ATRIP	0.16024315550496	-0.554150433118278	3.43972511531782	-0.16110311566774	0.872012186352976	NA
ATRN	13.7827414600658	0.203776016025484	0.322614060262933	0.631640220080318	0.527621998824159	0.89131795997016
ATRNL1	30.4390768548874	-0.295399758553305	0.729263108327126	-0.40506609367767	0.685428928811014	0.955895258533723
ATRX	20.1374627262783	0.0398059881559542	0.389428872336619	0.102216324940453	0.918584970196424	0.984008906431537
ATXN1	15.8207545487878	-0.254681403324901	0.682137749939468	-0.373357732140613	0.708882213611566	0.960133473668098
ATXN10	17.1190836057267	-0.057696605717727	0.260387637100892	-0.221579666224213	0.824641113032817	0.979789695106364
ATXN1L	0.131995814907714	-0.457475575416084	4.21682822858329	-0.108488074594819	0.91360853977565	NA
ATXN2	19.1090901728345	0.115694805997333	0.309008418030558	0.374406647995888	0.70810179765683	0.960133473668098
ATXN2L	2.66052061327364	0.851882520489864	0.687309957551395	1.23944446189136	0.215180944343439	NA
ATXN3	3.61037631365462	0.444719663214309	0.502137163477643	0.885653752720316	0.375804136522342	0.852647743801497
ATXN7	4.87418232741966	-1.21700441821793	0.547970324591735	-2.22093125047357	0.0263556182193364	0.452208440729992
ATXN7L1	7.40054017611724	-0.504552248538484	0.662897151664076	-0.761132020663994	0.446578216534852	0.871657115476189
ATXN7L2	0.341004097475466	0.250992134252959	1.65722171577069	0.151453563433566	0.879617939213939	NA
ATXN7L3	1.23117544819737	-0.786635349789531	0.995073574407291	-0.790529836206418	0.429218404741907	NA
ATXN7L3B	1.90735491742713	0.414379119435022	0.906037697220799	0.457353066772054	0.647417292682213	NA
AUH	8.61714492202661	-0.109642574024885	0.348321777538076	-0.314773812880246	0.752933396042513	0.967385765040542
AUNIP	0.36462993738307	-1.52376278961994	2.12447002840575	-0.717243721608728	0.47322372598771	NA
AUP1	1.5260141593576	0.896897491712328	0.834945922138801	1.07419830186706	0.28273381332983	NA
AURKA	0.189276700624658	-1.50030275147872	2.83929984912824	-0.528405885676135	0.597217653317925	NA
AURKAIP1	0.718180383643729	0.691504393457695	1.18207384654361	0.584992549729154	0.558552726327105	NA
AURKB	0	NA	NA	NA	NA	NA
AURKC	0.0950901308585809	0.937497647073713	3.59471510255625	0.260798872880648	0.794247613686255	NA
AUTS2	46.3769254321807	-2.43768513698108	0.86827021430623	-2.80751901518222	0.00499247322960318	0.219512672993726
AVEN	3.96949411003595	-0.381296454654657	0.76589017698172	-0.497847427887507	0.61859158424065	0.930256150054121
AVIL	0.724233447787737	-1.59271513980746	1.33877879564222	-1.18967759647211	0.234173134159692	NA
AVL9	7.10933615277979	-0.596408195468548	0.483837899661405	-1.23266117822916	0.21770220156102	0.769695935376878
AVPI1	0.139154377628788	-1.28880329759923	2.81336132287264	-0.458100879940751	0.646879966777045	NA
AVPR1A	0	NA	NA	NA	NA	NA
AVPR1B	0	NA	NA	NA	NA	NA
AVPR2	0	NA	NA	NA	NA	NA
AWAT1	0.0142840397598238	-0.676783356131278	4.2344376940494	-0.159828389276421	0.873016260141458	NA
AWAT2	0	NA	NA	NA	NA	NA
AXDND1	0.852499592593243	-2.2929938484112	1.85131614005898	-1.23857497852211	0.215502939121317	NA
AXIN1	1.66101647488048	-0.122208494396742	0.924276932538078	-0.132220647399645	0.894809770234149	NA
AXIN2	0.12946534384707	-0.46423424841159	3.12649741061088	-0.148483810297122	0.881960961836686	NA
AXL	1.18475155170012	-2.53406205611614	1.38861912463347	-1.82487912715808	0.0680192716847035	NA
AZI2	2.42488398891478	-1.20739508326016	0.755500386296527	-1.59813959749091	0.110011912821247	NA
AZIN1	2.870469188391	0.36814554273951	0.821917507771127	0.447910574064599	0.654217736751214	0.945264262258469
AZIN2	0.77353708344175	3.39412006850495	1.13816036176928	2.98211059048723	0.00286268569824906	NA
B2M	2.32444391146784	1.62190214348895	1.14272428572916	1.41932937257392	0.155803012625651	NA
B3GALNT1	0.869130557723924	0.715331097876906	1.30829906541645	0.546764204596607	0.584540738082368	NA
B3GALNT2	4.71466788847045	-1.03040407453692	0.665943307918509	-1.5472849749892	0.121794543179226	0.679014243688114
B3GALT1	5.51584808661077	0.0840266458068623	1.53494343216335	0.054742503238986	0.956343607422498	0.989696923938172
B3GALT2	0.290715640020735	-1.95048358357144	2.02351636868439	-0.963907984020691	0.335092060658409	NA
B3GALT4	0.313307619960581	-0.55744563320383	1.84392950060587	-0.3023139621231	0.762412735769529	NA
B3GALT5	0.124399384720095	0.715523656139061	2.40344245545812	0.297707837570289	0.765926161016055	NA
B3GALTL	0.54060284171782	-0.17209464853925	1.15279865959345	-0.149284219848019	0.881329366479439	NA
B3GAT1	4.55103936762127	0.0122606717569726	0.54651792171221	0.0224341623026022	0.982101629626824	0.995174973786486
B3GAT2	0.51915271436651	-1.45538401886921	2.01918677252028	-0.720777314251447	0.471046535164072	NA
B3GAT3	1.67719303193134	0.855121345688646	0.611644508068284	1.39806919609124	0.162092289022337	NA
B3GNT2	0.529103992576997	-1.36046837393309	1.61677048227232	-0.841472793355925	0.400083120408149	NA
B3GNT3	0	NA	NA	NA	NA	NA
B3GNT5	0.12593767354231	0.00575543981709732	2.94250010799142	0.00195596927981968	0.998439363305345	NA
B3GNT6	0.0139693647651546	-0.67404911847158	4.23444545200101	-0.159182383174414	0.873525183074162	NA
B3GNT7	2.83124135954869	1.96174927818994	1.04575817434005	1.87591101492269	0.060667499881366	0.572865805918339
B3GNT9	0.454916362051284	-0.637113809881993	1.68451816121498	-0.378217240129051	0.705269219288806	NA
B3GNTL1	1.92346698621407	-1.89847866881772	1.10619616274884	-1.71622243210472	0.0861213390182685	NA
B4GALNT1	0.343920935532035	0.342921907244942	1.86368721940172	0.184001855931076	0.854011998959921	NA
B4GALNT2	0	NA	NA	NA	NA	NA
B4GALNT3	0.499975787861488	-0.400384555316866	2.80315035594171	-0.142833777884297	0.886421459686112	NA
B4GALT1	0.213427307765818	0.291299650323042	1.98634923563051	0.146650772733113	0.883407676041643	NA
B4GALT2	0.727033290680269	-0.0340252909697437	1.28099780140859	-0.0265615529802857	0.978809438709058	NA
B4GALT3	0.577762839611055	0.903732705024678	1.41191613321669	0.640075344252743	0.522123617419977	NA
B4GALT4	0.643428471392871	1.99048620418138	1.3909227803445	1.4310544282612	0.152414616665506	NA
B4GALT5	1.93146722987547	-1.50972444826515	1.09864130629936	-1.37417411816644	0.169387633736603	NA
B4GALT6	4.22635886101142	-0.541368218353892	0.575530171616642	-0.940642637089225	0.346888024310694	0.84173178295689
B4GALT7	1.24993589284811	-0.126869863108968	0.986190938617746	-0.128646348431055	0.897637490252214	NA
B4GAT1	1.36436735689197	0.892360756582378	1.03900918621895	0.858857427266606	0.390419179694248	NA
B9D1	1.40432369387005	0.29584983111188	0.8646651164726	0.342155391116967	0.73223395408729	NA
B9D2	0.186052742937695	-1.45255074719042	1.79265923394624	-0.810277112171998	0.417780926780068	NA
BAALC	11.3144377299906	-1.25615259061498	0.776621572885694	-1.61745776124592	0.105779506181174	0.65714795340709
BABAM1	1.06150337786659	1.71691122744498	1.59166024309306	1.07869203549906	0.280725037331733	NA
BACE1	7.02147121495363	-0.197645845605086	0.601775613174237	-0.328437778597486	0.742580682568076	0.967385765040542
BACE2	0.274830017182923	1.34314311325158	2.66832676237111	0.503365304501931	0.614707460361309	NA
BACH1	2.36827780550883	-0.704356875827171	1.03296236385851	-0.681880483230897	0.495314527263966	NA
BACH2	30.1440468202909	-1.08996599174079	0.772680743236836	-1.41062916512558	0.158353987302723	0.726855733407027
BAD	0.619574507803059	-0.117618534263957	1.13707401834107	-0.103439646291062	0.917614047701225	NA
BAG1	1.11648233030909	-2.01915090033105	1.37151718249026	-1.47220240920707	0.140966227035767	NA
BAG2	1.06741226866985	-1.15600761700233	1.15887535523631	-0.997525412702045	0.31850954495179	NA
BAG3	0.0942315674069547	-1.22163311083126	3.7952994119004	-0.321880562835373	0.747543178808583	NA
BAG4	1.81005687594284	-1.21314390491168	0.998469347313842	-1.21500365351763	0.224364697929528	NA
BAG5	0.488230153063297	-0.0889155634706459	1.39385727081913	-0.0637910102649124	0.949136636450172	NA
BAG6	0.466272659711925	-0.821248650545707	1.30635165428413	-0.628658177798034	0.529572863724566	NA
BAHCC1	3.00115222040621	-0.413741628532578	0.881522124205235	-0.469349114641451	0.638820114136701	0.937381994335793
BAHD1	0.870225928262238	0.0295164746445817	0.957980818118449	0.0308111332568793	0.975420161581352	NA
BAIAP2	3.82931061058577	-2.31231836140506	0.999269377401945	-2.31400902869353	0.0206672268897506	0.418960632058532
BAIAP2L1	0.365234715681022	2.96337278915907	1.44024219614992	2.05755170698429	0.0396331865338336	NA
BAIAP2L2	1.116485786602	2.30019751638463	0.862636706932035	2.66647303308629	0.00766517556591465	NA
BAIAP3	0.353130967523269	-0.258846307683467	2.1658357306571	-0.119513361064061	0.904868655305307	NA
BAK1	0.0322420397728204	0.182219184474114	4.21891611979903	0.0431909948668981	0.965549283446825	NA
BAMBI	5.14049487450789	1.47111021040739	0.71814134672165	2.04849674388347	0.0405113508204418	0.490608242078727
BANF1	0.645454284689355	1.01592407454363	1.57861588844657	0.643553686478693	0.519864890774572	NA
BANF2	0	NA	NA	NA	NA	NA
BANK1	0.16103017487134	-0.531860240681691	2.07444371707731	-0.256386922577505	0.797652084743108	NA
BANP	1.99932773415876	1.26918975982722	1.10893877172574	1.14450841848743	0.252412848616407	NA
BAP1	0.867242299617258	-0.365359401030296	1.20865060995578	-0.302287028212117	0.76243326607226	NA
BARD1	1.06606719690793	1.66527329544053	0.939960384586178	1.77164199975691	0.0764540031735572	NA
BARHL2	0	NA	NA	NA	NA	NA
BARX2	0	NA	NA	NA	NA	NA
BASP1	7.86758157829758	-1.24833465755063	0.777668476396841	-1.60522728571244	0.108443794740174	0.663248429941122
BATF	0.0511215652434156	-0.754780804970003	4.23415980969156	-0.178259876550334	0.858518887955414	NA
BATF2	0.404347100781944	-2.26056792261446	2.13315396699815	-1.05973031369864	0.289267307752366	NA
BAX	1.56669229471951	0.963951631879459	0.847026729560604	1.13804157323289	0.255103123189235	NA
BAZ1A	6.7021581831322	-1.0902993182664	0.749387385569685	-1.45492083168381	0.145691179973898	0.721684065474952
BAZ1B	3.29903105358753	-0.468430487116213	0.543119081313959	-0.86248210242024	0.388422277743652	0.855611173266417
BAZ2A	1.25658663214358	-0.0853812585433162	0.925081001991202	-0.0922959809568419	0.926462881473847	NA
BAZ2B	19.0203930873585	-0.329415918117306	0.358577824099128	-0.918673425901094	0.358266413503076	0.84738980492484
BBC3	0.455869101321413	-2.18192923804877	1.92799398263162	-1.13170956844509	0.25775655744323	NA
BBIP1	1.28465675090834	0.493040352463259	0.877059868204198	0.562151308408138	0.574012933034748	NA
BBOX1	0.0139693647651546	-0.67404911847158	4.23444545200101	-0.159182383174414	0.873525183074162	NA
BBS1	0.483430703781814	1.28072712134902	1.87894674397195	0.681619702877614	0.495479453042537	NA
BBS10	0.54245400104699	1.77381940151071	1.11874243827093	1.58554761206005	0.112841968214739	NA
BBS12	0.422994318157692	0.677472832987177	1.4219501466149	0.476439230025025	0.633761491770338	NA
BBS2	2.78409297743833	0.2380996762564	0.931807034907558	0.255524660510877	0.798317899294806	NA
BBS4	2.17040537236073	-0.562702813962336	0.779769306563005	-0.721627293131818	0.470523654242858	NA
BBS5	0.527276490262739	2.58853132351574	1.94247896989484	1.33259168497246	0.182665835358477	NA
BBS7	2.57483496763744	-0.761289001527699	0.759250522851883	-1.00268485646629	0.316012938766958	NA
BBS9	9.65173252559599	0.0138336749663921	0.449028650468868	0.030808000674227	0.975422659834697	0.993535368974172
BBX	8.9025853374413	-0.466050220774344	0.470631757085039	-0.990265135657075	0.32204454283724	0.833491657586018
BCAM	0.0686333520958916	0.359138172986231	3.97163575264032	0.0904257578876608	0.927948888702349	NA
BCAN	44.2802772942382	1.28420491331079	0.443845494515321	2.89336025526887	0.00381143854259887	0.206677045130553
BCAP29	2.85868987478561	-0.784236937298184	0.706857634201635	-1.1094694311167	0.267227724604491	0.811693332878463
BCAP31	1.06296576502509	0.385989717172085	1.52243865342721	0.253533839477323	0.799855715031302	NA
BCAR1	4.18394238788234	0.531223676947323	0.796176434590501	0.667218538338865	0.504632551355031	0.888397520571299
BCAR3	1.50601463881211	-2.78863528458179	1.35778999329569	-2.05380456355632	0.0399946110862565	NA
BCAS1	396.446638449507	0.446815028707323	0.600103909135921	0.744562769722137	0.456536081783552	0.875966864739017
BCAS3	23.6859715148073	-0.363278381797173	0.359185986019048	-1.01139352852677	0.311828117302791	0.828786740817831
BCAS4	1.04310756105412	-0.272101272279939	1.08626388108443	-0.250492791869593	0.80220627831522	NA
BCCIP	3.00303962570933	0.400218847552486	0.529463797615266	0.75589464162629	0.449712366879143	0.873205168380637
BCDIN3D	1.16286016599642	0.850515366362965	0.984608735981763	0.8638105018588	0.387691997813925	NA
BCHE	4.44004709299258	1.9388136175212	0.575251269098886	3.3703769494647	0.000750654227883238	0.0736826386843283
BCKDHA	0.412321613642204	1.20986226630353	1.4982077297055	0.807539730516107	0.419355594039104	NA
BCKDHB	9.79077486889281	-0.448943713940934	0.565986155310585	-0.79320617603195	0.42765770981068	0.86378122036817
BCL10	0.588443018030608	1.90872299476252	0.948673277580875	2.01199194693222	0.0442207858996806	NA
BCL11A	0.472291564550684	-1.25950430512344	1.63775794214832	-0.769041793484631	0.441868500390616	NA
BCL11B	0.855566058170521	-2.31664835410661	1.60798249378901	-1.44071739776701	0.149664537760972	NA
BCL2	2.5429192346775	-3.69632330016266	1.60838040256745	-2.29816484599181	0.0215524086664483	NA
BCL2A1	0.0227446279800096	-0.747821581014813	4.23418642101001	-0.176615176248293	0.85981067256513	NA
BCL2L1	4.67261728441121	-0.0729036275334121	0.642100474660242	-0.113539283041315	0.909603021057001	0.983974954194638
BCL2L10	0.0282534045249784	-0.802463167873714	4.2339805864461	-0.189529250663684	0.849678031816039	NA
BCL2L11	0.130688264142723	-0.454483052717578	2.51590656253104	-0.180643851995982	0.856647133164182	NA
BCL2L12	0.0750722464005541	-1.12383458967072	3.98013093529389	-0.282361210709199	0.777666554712014	NA
BCL2L13	3.88148511780523	-0.794507588073681	0.603828688333351	-1.31578310773314	0.188246850544185	0.75369732198092
BCL2L14	1.46629466302672	-1.65406074899045	1.54043308122129	-1.07376345597503	0.282928712603834	NA
BCL2L15	0.0182726750076658	0.323380813423621	4.21933705106281	0.0766425648176565	0.938907896689754	NA
BCL3	0.0705389318257394	0.352266227472852	3.89735003685536	0.0903860890455412	0.927980410776846	NA
BCL6	2.75022304872861	-1.91935661658714	1.25793822209034	-1.52579560973806	0.127060774415533	NA
BCL6B	0	NA	NA	NA	NA	NA
BCL7A	1.77246744624989	0.139647556843098	0.936581621224446	0.149103456312252	0.88147199863684	NA
BCL7B	1.03278509887021	-0.333924173062345	1.19195770824734	-0.280147668622697	0.779364214005324	NA
BCL7C	4.27251823652476	-0.138616250526798	1.07182622756756	-0.12932716793223	0.897098775045505	0.983974954194638
BCL9	3.9057120983708	-0.720532388291538	0.573696626620283	-1.25594670572892	0.209135293217814	0.758090032752619
BCL9L	0.249888388579894	0.408638686426775	1.7150001055317	0.238273271884194	0.811669150363617	NA
BCLAF1	4.99528117856793	-0.693387940690831	0.548258529235581	-1.26470981063915	0.205975371814627	0.758090032752619
BCO1	0.139428496872359	-1.46250178008923	3.03817581389825	-0.481374966319909	0.630250025394695	NA
BCO2	0.560336618501864	-0.47724320758754	1.52422173744851	-0.313106155004998	0.754200013031754	NA
BCOR	1.67918488666928	-0.143434938367763	1.06674460232123	-0.134460430411975	0.893038498851411	NA
BCORL1	0.802477361243863	-1.50491010376572	1.41838575010831	-1.06100199022079	0.288688996702376	NA
BCR	6.13643116134103	-0.767740822599259	0.969145345860817	-0.792183366383847	0.428253765920966	0.86378122036817
BDH1	1.90591885028897	0.866567236517597	0.927826182241626	0.933975838474371	0.350316356482853	NA
BDH2	0.592221210700235	-2.16023591301641	1.56344976115824	-1.38171111517908	0.167060420128383	NA
BDKRB1	0.0353499600302825	-0.7547808046564	4.23415980969276	-0.178259876476219	0.858518888013617	NA
BDKRB2	0	NA	NA	NA	NA	NA
BDNF	0.502997163160638	-0.74297119516986	1.65698046821369	-0.448388625830226	0.653872749097279	NA
BDP1	8.21902725723273	-0.754469223606362	0.42438568587168	-1.7777914023106	0.0754381210917086	0.596443162516524
BEAN1	0.713058343123923	-0.445283612653293	1.55384283717708	-0.286569273287802	0.77444214441803	NA
BECN1	0.830103781505201	1.06797598808377	0.923942234153088	1.15589043189774	0.24772597679839	NA
BECN2	0	NA	NA	NA	NA	NA
BEGAIN	1.09207427189067	-2.47297412485652	1.74059849410846	-1.420760809128	0.155386307638571	NA
BEND2	0	NA	NA	NA	NA	NA
BEND3	0.451772249399396	-0.0443284987310377	1.62136610073686	-0.0273402155817195	0.978188381450467	NA
BEND4	0.638173049120476	0.266124345558805	1.37642606850111	0.19334445318128	0.846689214457667	NA
BEND6	2.6454450261823	0.386129392777693	0.724868130738759	0.532689156004367	0.594248773917499	NA
BEND7	6.70638252884403	-0.324903596112928	0.609616465788499	-0.532963944293542	0.594058539417349	0.92100323953947
BEST1	1.15400832610876	3.18774426757039	0.765356154493394	4.16504688549924	3.11288586203462e-05	NA
BEST2	0	NA	NA	NA	NA	NA
BEST3	0.260044020347014	-0.42769993379145	2.5379592439444	-0.168521198601572	0.866173268080772	NA
BEST4	0.0182726750076658	0.323380813423621	4.21933705106281	0.0766425648176565	0.938907896689754	NA
BET1	0.753500890486656	0.045395181236299	1.1710301098003	0.0387651699613772	0.969077614294227	NA
BET1L	0.230740586625626	0.0311293476697147	1.84819089379846	0.0168431452476949	0.986561749840826	NA
BEX1	7.77344738601759	-0.555092103159656	1.2650338163951	-0.438796256641956	0.660809172952574	0.949067845246934
BEX2	5.4734661232634	-0.146888858116763	0.940552200754452	-0.156172999222093	0.875896659066905	0.983974954194638
BEX4	4.77366312961965	0.0744282308010479	0.844933606730063	0.0880876677270407	0.929806998004376	0.984549978934005
BEX5	0.888329282092458	-1.15559138246156	1.69283849494536	-0.682635340531322	0.494837296845979	NA
BFAR	1.39999162501542	0.409582169813642	1.07366977880427	0.381478717105912	0.702848060708438	NA
BFSP1	0.283538950452496	-0.0828826584219288	2.25239948439836	-0.0367974948476192	0.970646471519374	NA
BFSP2	1.63189115922446	-3.82962956764972	3.43244181538741	-1.11571580047818	0.264543805006878	NA
BGLAP	0	NA	NA	NA	NA	NA
BGN	0.637124111610211	0.348303739591798	1.79904761760464	0.193604513956974	0.846485563443687	NA
BHLHA15	0.0640809351491352	-0.754780805168481	4.2341598096908	-0.178259876597241	0.858518887918577	NA
BHLHB9	1.50866357991732	0.914051992170684	0.919792300053583	0.993759125965106	0.320340149824246	NA
BHLHE22	0.194933855098782	-1.20271629335006	3.26997010846965	-0.367806509984561	0.713017514521498	NA
BHLHE23	0	NA	NA	NA	NA	NA
BHLHE40	0.162966341282143	-0.220522393386725	2.46549305711685	-0.0894435264176345	0.928729432989982	NA
BHMG1	0.0679066747977721	-0.0298231365878833	3.92774327120146	-0.00759294447947986	0.99394176504122	NA
BHMT	0.113833241455506	-1.21698517481248	2.943524764063	-0.413444856883978	0.679280715599017	NA
BHMT2	0.0766810409772448	-1.13286704382772	3.96204222929608	-0.285930078041846	0.774931676083967	NA
