genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCA3	4.64681270122189	-0.192874809231867	0.786394584295403	-0.245264671303249	0.806251504648623	0.97619546581461
ABCA4	0	NA	NA	NA	NA	NA
ABCA5	3.96942373299293	0.734042992218829	0.626805063604456	1.17108657035682	0.24156398141334	0.790400531033148
ABCA6	0.977984935236261	-2.09917589173724	1.83362113631431	-1.14482531323604	0.252281527285532	NA
ABCB1	0.420124342823424	-0.881307640514316	1.95556982301797	-0.450665391816193	0.652230729053275	NA
ABCB10	3.22860297103738	0.151196142965299	0.617733279253868	0.244759588066749	0.806642586315929	0.97619546581461
ABCB11	0.0657371447503494	-0.954630954613729	4.23344353244612	-0.225497505115448	0.821592266025884	NA
ABCB5	0.186236201008505	0.587078508719252	2.43093700394049	0.241502970980988	0.809165314112073	NA
ABCB6	0.360098838360495	3.27686586696743	1.98767205516473	1.64859482652226	0.099230669323159	NA
ABCB7	2.96182099431396	0.423188299535405	0.620840013351238	0.68163824888005	0.49546772299306	0.885724582496843
ABCB8	1.80737732140674	2.02888183150106	0.922623028383641	2.19903662610232	0.0278753180930596	NA
ABCB9	1.40732080194743	0.318953599229079	1.19343048667546	0.267257794056853	0.789270680610321	NA
ABCC10	2.39195793052318	-0.344034275157547	0.856295051761398	-0.401770714953764	0.687852776336894	NA
ABCC11	0.0120283187017715	-0.65682155637264	4.23449464339992	-0.155112147182992	0.87673290602259	NA
ABCC12	0.0263123584615953	-0.786708409801605	4.23403920788768	-0.185805650626954	0.852597173140574	NA
ABCC2	0.319792048210474	0.115879766660388	2.33907453255856	0.0495408611600055	0.96048827466324	NA
ABCC3	0.35480155466652	-2.22408313133413	2.35084130337176	-0.946079655884969	0.344107959388899	NA
ABCC4	3.48911840241149	-0.786129437413409	0.762491387165643	-1.03100107180966	0.302540317180802	0.827481417163344
ABCC5	10.3274364468367	0.470746837157941	0.554047706379735	0.849650367174878	0.39551950041092	0.855611173266417
ABCC8	2.60004880288814	-1.0081512652337	1.19254537167005	-0.845377701497324	0.397899990358398	NA
ABCD1	0.115039604793346	-1.20155931136867	3.57925327973243	-0.335701113461994	0.737096266083674	NA
ABCD2	1.29623627133429	-0.104620606728393	1.21639084002807	-0.0860090386129338	0.931459232080225	NA
ABCD3	4.26493073081617	0.0574579440278996	0.55186464968686	0.104116007540078	0.91707728771844	0.984008906431537
ABCD4	2.36970488771676	0.385284890103613	0.740045689546944	0.520623112256062	0.602629345563315	NA
ABCE1	3.66260032727258	-0.729398892680333	0.661770458382654	-1.10219319016289	0.270377691903582	0.815286007114277
ABCF3	0.268814419113447	0.45097447953579	1.70396073839087	0.26466248275278	0.791269481531596	NA
ABCG2	1.19010567869824	-1.20350079384736	1.16169693223676	-1.03598517001341	0.300209061159062	NA
ABCG4	0.0139693647651546	-0.67404911847158	4.23444545200101	-0.159182383174414	0.873525183074162	NA
ABCG5	0.258287210816554	-0.921010114917837	2.214358670437	-0.415926347982315	0.677463898743598	NA
ABCG8	0.0429925167703398	-0.754780804821028	4.23415980969213	-0.178259876515126	0.858518887983063	NA
ABHD1	0.245012511654051	0.875451875690676	1.76155197263629	0.496977602301736	0.619204845923683	NA
ABHD10	1.64818818709502	0.576113175320971	0.686887334075594	0.838730235281304	0.401620707503847	NA
ABHD11	0.250807317070372	-1.21244401510666	2.47053326601993	-0.490762068166737	0.623594741268459	NA
ABHD12	9.97577181758679	-2.19550363139151	0.654931729648968	-3.35226334593418	0.000801537354827319	0.0747433583376475
ABHD12B	0.36594801781376	-2.21056090375298	1.85488237215291	-1.19175260757222	0.233358263600687	NA
ABHD13	1.13622608548404	-0.156569771233885	0.953830935487872	-0.164148346849122	0.869614362670814	NA
ABHD15	0.216211520983429	0.281410049239946	1.93422631375458	0.145489722292989	0.884324229835052	NA
ABHD16A	1.51392285925548	1.7000226660315	1.51991845006981	1.1184959732237	0.263355225371602	NA
ABHD16B	0	NA	NA	NA	NA	NA
ABHD17A	1.44455141240439	0.230280288845693	1.17754977446278	0.195558857756779	0.844955465172583	NA
ABHD17B	9.72716038944508	-0.827819406205664	0.808188746424087	-1.024289697015	0.305698462881957	0.828460588422986
ABHD17C	1.22494458810398	-0.36097506061953	1.00346884101763	-0.359727224069518	0.719051131204136	NA
ABHD2	28.5642940863617	-0.134404615093652	0.735570044746397	-0.182721708222894	0.855016381814754	0.983974954194638
ABHD3	1.96488699041059	-0.712214580699847	1.14611347019445	-0.621417162629639	0.534325182607359	NA
ABHD4	0.279493207115031	-0.401736227507869	2.34516860072906	-0.171303772096803	0.863984914601922	NA
ABHD5	1.18525685753698	0.0416115283321669	1.0832589518917	0.0384132789851407	0.969358173697553	NA
ABHD6	2.83756837242354	1.0341229798792	0.648926791164288	1.59358959124465	0.111027987333812	0.665361475848334
ABHD8	0.631448462290138	-0.285471529495304	1.25116266291536	-0.228165000408597	0.819517969448851	NA
ABI1	12.6117006897057	0.275836858782251	0.338912905121567	0.813887150987387	0.415709602207628	0.8617350106516
ABI2	13.2286270489792	-1.08876558919278	0.450560374219161	-2.4164699150023	0.0156718212660489	0.382924634657842
ABI3	0	NA	NA	NA	NA	NA
ABI3BP	1.51530687715477	-3.14868601921878	1.95224771045887	-1.61285169005458	0.106776732966716	NA
ABL1	11.1018647376572	-0.109047897102289	0.378565502635036	-0.288055558003178	0.77330421094179	0.967679893519431
ABL2	7.087087074716	0.386693624929241	0.389732349338236	0.992203048029873	0.321098485943743	0.833491657586018
ABLIM1	4.98280061931387	-2.40912712021998	1.09418815938216	-2.20174848316792	0.0276830799233441	0.452208440729992
ABLIM2	4.13169916480869	-2.25248190716878	1.39442767498772	-1.61534509646663	0.106235982816213	0.65714795340709
ABLIM3	10.6497109834683	-1.48234693224399	1.03379070561022	-1.4338946212222	0.151602337044455	0.724653067765489
ABO	2.94148891521087	-4.6278976947289	1.61099025563214	-2.87270371658018	0.00406975595609963	0.206677045130553
ABR	5.85472044515181	-2.44321661142432	1.00524448277129	-2.43047005310467	0.0150792521389289	0.382924634657842
ABRA	0	NA	NA	NA	NA	NA
ABRACL	0.0924228090759499	0.345074343315302	4.20271897216573	0.082107403707148	0.934561305699108	NA
ABT1	0.314398071306775	0.241949128735668	1.9001796271282	0.127329608886152	0.898679526525801	NA
ABTB1	1.00848128880284	-1.31705691516666	1.54741018537426	-0.85113625825599	0.394693666105504	NA
ABTB2	73.3112670635815	-0.749942542966456	0.71464529762659	-1.04939127908221	0.293998070328713	0.82143281073116
ACAA1	0.946754228380521	0.501469269245965	0.96411252212824	0.520135624977665	0.602969049848939	NA
ACAA2	0.35393790300763	0.409942795224261	2.00746528307185	0.204209158026864	0.838190055080574	NA
ACACA	13.3443389459303	-0.0574877392826652	0.373320524906154	-0.1539902990791	0.877617384564373	0.983974954194638
ACACB	5.36305222291021	-1.36601691753168	0.801120919967101	-1.70513200128113	0.0881698084561814	0.618183055529242
ACAD10	2.98247718779922	-1.28754683769854	0.86534767656498	-1.48789541194528	0.136778477850544	0.701339115321494
ACAD11	0.931755161591543	-2.78519263537669	2.45706428782596	-1.13354487677693	0.256985506651613	NA
ACAD8	0.81416307844698	0.279081216562362	1.04064181107248	0.268181821634422	0.788559366880758	NA
ACAD9	1.96916572504886	-2.02173091497324	1.0133778614941	-1.99504152576655	0.0460383510106892	NA
ACADL	1.10211099648838	-1.76075838909027	1.6170377506153	-1.08887896304232	0.276207264288178	NA
ACADM	2.92414710813159	0.208889836821541	0.615527731466607	0.339367060398438	0.734333229749634	0.967385765040542
ACADS	0.42793928781591	-2.30331818661094	1.54779286623849	-1.48813076791635	0.136716410734846	NA
ACADSB	2.56660055498974	-0.82777164844677	0.701543027001537	-1.17992997804389	0.238028065630192	NA
ACADVL	1.59399025308391	-0.27506412119752	0.887401478187186	-0.3099658136241	0.756586953615894	NA
ACAN	4.4208436129379	0.265145002612198	0.967150986835367	0.274150578576965	0.783968906102553	0.971674366457126
ACAP1	0.0139693647651546	-0.67404911847158	4.23444545200101	-0.159182383174414	0.873525183074162	NA
ACAP2	12.1950912696127	-0.593136567559174	0.453141323661292	-1.30894389142607	0.190553357472053	0.754385035610839
ACAP3	7.8139956383356	-0.354572645439939	0.706258812007448	-0.50204349936833	0.615636922749624	0.929310288084215
ACAT1	4.82254600069507	-1.58497264837767	0.729748233922982	-2.17194447988887	0.0298598509125679	0.469239379498741
ACAT2	3.52102122997101	0.703257843954645	0.621949531704135	1.13073136662347	0.258168175056705	0.801436393484474
ACBD3	4.57515878359968	-0.0525861265886207	0.624714639955304	-0.0841762353966653	0.932916312523049	0.984549978934005
ACBD4	0.328257136977014	-0.0492740440425819	1.49720145501908	-0.0329107641976971	0.97374574885838	NA
ACBD5	2.68478854495232	-0.705151864748299	0.711858002528858	-0.990579388365748	0.321891006389155	NA
ACBD6	8.00371706079797	0.43717363338302	0.399252707535894	1.09497975876273	0.273525504303637	0.818000440622516
ACBD7	0.123819784069653	-1.15773315081163	2.83092170857559	-0.408959791189051	0.6825691691809	NA
ACCS	0.52695656112331	1.65116421358045	1.2148351599735	1.35916729115452	0.174093583495703	NA
ACCSL	0.0365453500153316	0.820592446229201	4.20432991679067	0.195177938570433	0.845253649391365	NA
ACD	0.233176963652634	-0.312550305083512	1.93408729015189	-0.161600930151899	0.871620124786223	NA
ACE2	0.0359206004064469	-0.754780804669707	4.2341598096927	-0.178259876479364	0.858518888011147	NA
ACER1	0.24255244699032	0.761047264837835	2.59913859610325	0.292807496290822	0.769669298056247	NA
ACER2	1.1607638997702	0.14449297152719	0.880179421272363	0.164163087701273	0.869602758578811	NA
ACER3	11.3297388204111	-0.0190950557545069	0.463382893544127	-0.0412079427629724	0.967130121643672	0.991002127941323
ACHE	0.20786569900574	0.505686531998713	2.36020711618759	0.214255150969776	0.83034809022746	NA
ACIN1	7.65052744623226	0.0338563914642927	0.429981763942476	0.0787391333852525	0.937240118151762	0.984549978934005
ACKR1	0.078364974908959	-0.889594701697871	4.23366673190921	-0.210123932286163	0.833570947157964	NA
ACKR2	0.0359206004064469	-0.754780804669707	4.2341598096927	-0.178259876479364	0.858518888011147	NA
ACKR3	0	NA	NA	NA	NA	NA
ACKR4	0.70276998052738	-2.24719127302367	2.10666429970614	-1.06670591671257	0.286104654509481	NA
ACLY	3.05827049288036	-0.809718037088033	0.782985723828557	-1.0341415078793	0.301070014027571	0.827481417163344
ACMSD	0.538169465383606	3.23140559618087	2.14337809178233	1.50762276080455	0.131651104008245	NA
ACO1	3.89200785448226	-1.10569598045621	0.827164652013532	-1.33673021177182	0.181310716511645	0.750598193771849
ACO2	4.41812939992223	-1.06446224121134	0.680895736803809	-1.56332634157474	0.117975855541655	0.67573485639283
ACOT11	0.84864572308979	-2.11865790881856	1.37876786192876	-1.53663134115612	0.124383613134708	NA
ACOT12	0.0142840397598238	-0.676783356131278	4.2344376940494	-0.159828389276421	0.873016260141458	NA
ACOT13	1.09145429273953	0.973642664269946	1.06964991081317	0.910244234517595	0.362693720653794	NA
ACOT4	0.0463401245315277	-0.85671454135966	4.23378313656419	-0.202352013252834	0.839641540199045	NA
ACOT6	0.142384276466275	-1.15553903354045	2.76345357659217	-0.418150333093505	0.675837206474735	NA
ACOT7	2.11741766174043	-0.0490761838744986	0.724288285376286	-0.0677578042685065	0.945978433841964	NA
ACOT8	0.6283340337607	-0.590413804348015	1.15497760675797	-0.511190693995627	0.609217534347501	NA
ACOT9	0.919879583029397	0.970274684375276	1.18460176226867	0.819072464080311	0.412745071151694	NA
ACOX1	1.42006508394867	0.381078728682652	0.750924537057481	0.507479393569852	0.611818491370838	NA
ACOX2	0.200225823073717	-1.42648587669992	2.73968902983722	-0.520674376239216	0.60259362739368	NA
ACOX3	1.39744907231988	0.138488629259163	0.766397139506019	0.180700869197432	0.856602376498008	NA
ACP1	1.51681338535098	0.561509104772206	0.896533005560264	0.62631169325585	0.531110518072773	NA
ACP2	0.773941643330397	0.275288210819995	1.22765939759029	0.224238262958232	0.822571911904937	NA
ACP5	0	NA	NA	NA	NA	NA
ACP6	2.05969152692461	0.549463740504953	0.847136864990852	0.648612713260786	0.516588736016707	NA
ACR	0.0142840397598238	-0.676783356131278	4.2344376940494	-0.159828389276421	0.873016260141458	NA
ACRBP	0.620012660256043	-1.68162708995925	2.37697322653817	-0.707465726237221	0.479277104510057	NA
ACRV1	0	NA	NA	NA	NA	NA
ACSBG1	0.224131915147915	-1.79958647489687	2.19169774617027	-0.821092451293262	0.411593609480034	NA
ACSBG2	0.288328358931716	-0.854781876789687	2.32072802323268	-0.368324882637049	0.712631001001025	NA
ACSF2	0.335588108218717	-0.494437358334466	1.53300195691377	-0.322528850080443	0.747052085291184	NA
ACSF3	0.82794243971705	-0.271572748588968	1.43673166712786	-0.189021203334277	0.850076198488469	NA
ACSL1	1.18435600715653	-1.342387440731	1.33006936870515	-1.00926122525312	0.312849370697909	NA
ACSL3	16.6799726941754	-0.190513905141608	0.4852580591162	-0.392603278941087	0.694612517392289	0.955895258533723
ACSL4	6.41718391347485	0.418248367348259	0.727877869878636	0.574613385921454	0.565552796987855	0.911527731544076
ACSL5	0.0613476434972085	-0.984774854470503	4.03673044838402	-0.243953582500097	0.807266769694128	NA
ACSL6	0.775306618345965	0.782405941369373	1.34933504135784	0.579845566436957	0.562018766261233	NA
ACSM3	0.114689200034621	-1.3341893308288	3.1240627044374	-0.427068678529957	0.669329305533253	NA
ACSM4	0.0712705604367293	-0.989744024889002	4.23332681957863	-0.233798160895954	0.815141677405158	NA
ACSS1	0.926671616824448	-3.22196680044736	1.70729454722899	-1.88717688208912	0.0591365386172496	NA
ACSS2	2.19060529237123	-1.45298190067183	1.14065875996539	-1.2738094438655	0.202730957443671	NA
ACSS3	0.300506924145621	-0.707022295483077	1.80230192632854	-0.392288486826039	0.694845069478604	NA
ACTA1	0.0640809351491352	-0.754780805168481	4.2341598096908	-0.178259876597241	0.858518887918577	NA
ACTA2	0.216597948438184	1.12706566737226	2.81558390951528	0.400295534991279	0.68893885622263	NA
ACTBL2	0	NA	NA	NA	NA	NA
ACTG2	0.0868255631291447	-0.95463095585261	4.23344353244196	-0.225497505408311	0.821592265798079	NA
ACTL10	0	NA	NA	NA	NA	NA
ACTL6A	1.24997547811271	0.450233814839385	1.0551855748026	0.426686855460104	0.669607425807636	NA
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0	NA	NA	NA	NA	NA
ACTN1	1.08044097938192	-1.77785547907618	1.13661514664826	-1.56416662607292	0.117778442601101	NA
ACTN2	0.533717896622012	0.455333604003324	1.58969991557419	0.28642739396439	0.774550795847162	NA
ACTN3	0.0104195241250808	-0.642046035324701	4.23453726376952	-0.151621297755014	0.87948563443963	NA
ACTN4	5.64001436744794	-0.0720135695799286	0.492325461070723	-0.146272283832958	0.8837064448023	0.983974954194638
ACTR10	3.29075692076998	1.12530140005427	0.642210174685679	1.75223228221981	0.079733874790727	0.597203520018899
ACTR1A	1.92209050726402	0.575337248048721	0.698919122956122	0.82318143709575	0.41040482338633	NA
ACTR1B	1.49038779067524	0.477535013697957	0.857416549471202	0.556946345381914	0.577564088471435	NA
ACTR2	4.10755812821869	0.59414803845237	0.488339337855711	1.21667044285489	0.223729629128411	0.776300314520948
ACTR3	4.31468010492536	-0.0704112630964459	0.475097177290266	-0.148203917981662	0.882181839863592	0.983974954194638
ACTR3B	3.73938055227095	-0.85457984640053	0.740269962433882	-1.15441648286095	0.248329460733082	0.790400531033148
ACTR5	1.28403415619156	-0.528081961902072	0.977429431066986	-0.540276305498193	0.589006496429286	NA
ACTR6	1.65150609485709	-0.452036686966212	0.898103602974117	-0.503323542483594	0.614736816982562	NA
ACTR8	0.874938011229568	0.88238296750308	0.854009314490483	1.03322405567617	0.301499057859907	NA
ACTRT3	0	NA	NA	NA	NA	NA
ACVR1	2.55761522121298	-0.18454966954212	0.662187241290706	-0.278697108664317	0.780477281587262	NA
ACVR1B	2.09502049994605	-0.507443122049528	0.864708453098882	-0.586837240032739	0.557313023334927	NA
ACVR1C	1.36536742318388	-3.66150841694491	2.10781568808213	-1.73711033542808	0.0823676973927783	NA
ACVR2A	4.24585393516362	0.889083380462748	0.536878854140004	1.65602234769876	0.0977172932423065	0.641269052967728
ACVR2B	1.93649337178944	-1.73129116583892	1.04241050764093	-1.66085352473757	0.0967428682302612	NA
ACVRL1	0.0139693647651546	-0.67404911847158	4.23444545200101	-0.159182383174414	0.873525183074162	NA
ACY3	0.0757902496694564	-0.151824515869056	3.88061737814112	-0.0391238045585887	0.968791682202665	NA
ACYP1	0.370061872233028	0.592051961493257	1.72433379606429	0.343351132387817	0.731334318050517	NA
ACYP2	11.1191150735295	-0.736767683921632	0.483867013051304	-1.52266565822604	0.127842373920029	0.684208389785401
ADA	1.20304643943642	-2.59481300424759	2.19401503686259	-1.1826778580142	0.236936842731365	NA
ADAD1	0.0894622424067824	-1.07383081895853	3.75859806575404	-0.28569982748158	0.775108036842255	NA
ADAD2	0	NA	NA	NA	NA	NA
ADAL	1.47974897177726	-1.32128794126572	1.03558987739644	-1.27587954469732	0.201998102995026	NA
ADAM10	9.02000774461128	-0.355915129157166	0.400129157404618	-0.889500608917781	0.373734096103308	0.85236822423595
ADAM11	0.690663239640252	-0.74779948964906	1.21740413427381	-0.614257392919998	0.539045252904047	NA
ADAM12	7.99853047050478	-0.30521456534365	0.699237846405616	-0.43649606055019	0.662476856832669	0.949067845246934
ADAM15	0.900688833467591	0.226357628770179	1.00508374935074	0.225212703833289	0.821813807068009	NA
ADAM17	4.13408792999052	0.0474704883191961	0.585126214840833	0.0811286302257182	0.935339657101024	0.984549978934005
ADAM19	1.30027086918483	-1.8000126567254	1.33069664436068	-1.35268444867102	0.176156460685553	NA
ADAM22	19.9036623201632	-1.42379060252501	0.939476705367862	-1.51551453526195	0.129642152191668	0.686695572505819
ADAM23	10.8188762068891	0.817331569712949	0.423458492711269	1.93013384731013	0.0535902555652667	0.571467534894825
ADAM28	0.0569618815354944	-0.886999604366324	4.23367583115732	-0.209510515150579	0.834049727628927	NA
ADAM33	3.6150244719486	4.56859798173884	1.45501401703806	3.13989963549564	0.00169005724712132	0.126078270635251
ADAM7	0	NA	NA	NA	NA	NA
ADAM9	2.58482639059511	-1.42518699835136	0.90025182889232	-1.58309814277737	0.113399096871946	NA
ADAMDEC1	0	NA	NA	NA	NA	NA
ADAMTS1	0.135682506269774	-0.0403216210424022	2.43529711440661	-0.0165571670100825	0.98678989564396	NA
ADAMTS12	0.274482694172904	-1.89448006471035	2.00058590011103	-0.946962619603192	0.343657827051599	NA
ADAMTS13	0.487823643637225	-1.18232869779298	1.60417015603068	-0.737034468162967	0.461101388701905	NA
ADAMTS14	2.4206940210017	-0.9883496002797	1.39275919584894	-0.709634230544257	0.477930986793037	NA
ADAMTS15	0	NA	NA	NA	NA	NA
ADAMTS16	0.100543140382019	0.729939344419414	2.46634576184558	0.295959859202059	0.767260736519702	NA
ADAMTS17	25.876177990966	-0.875677015571023	1.0286454297449	-0.851291407368801	0.394607496903791	0.855611173266417
ADAMTS18	0.0243888888902354	-0.770644584084236	4.23409958294272	-0.182009083392562	0.855575597452692	NA
ADAMTS19	0.810737307082275	-2.08886045557562	1.59921482083117	-1.3061787749628	0.191491769004765	NA
ADAMTS2	0.851596707503641	-0.542076173037861	1.57061130342499	-0.345137063419682	0.729991330837258	NA
ADAMTS20	5.26974794442867	-0.80652655679958	1.45265022028328	-0.555210432310607	0.578750734084459	0.915496284196366
ADAMTS3	2.99310525987358	-2.35329350809996	1.57980258339147	-1.48961239387771	0.136326181303091	0.700408617438747
ADAMTS4	0.270705184705284	-0.754780807330982	4.23415980968255	-0.178259877108316	0.858518887517226	NA
ADAMTS5	0.139096245385667	-1.46012426118181	3.09636407781904	-0.471560909662235	0.637240234062338	NA
ADAMTS6	6.59105815407207	-0.0948337560004241	0.488556208276537	-0.194110225996239	0.846089574729197	0.983464800233059
ADAMTS8	0.601339996907332	0.162055159124358	1.59520482625151	0.101588934823601	0.91908296273853	NA
ADAMTS9	0.40539367228461	-0.598429383753457	1.81933549875355	-0.328927448600574	0.742210526689879	NA
ADAMTSL1	3.65109960959943	-1.36155408397703	1.38913662932127	-0.980144109109186	0.327014988686834	0.833688652784547
ADAMTSL3	1.4864911818705	-1.35816777342589	2.02825637553477	-0.66962332267675	0.503097942592037	NA
ADAMTSL4	0.0243888888902354	-0.770644584084236	4.23409958294272	-0.182009083392562	0.855575597452692	NA
ADAMTSL5	0	NA	NA	NA	NA	NA
ADAP2	0.54050013404367	-1.25344277108062	1.51277203692675	-0.828573466777605	0.407345807196144	NA
ADAR	3.8525568629537	0.0919835896889143	0.693979208545693	0.132545166420296	0.894553100500418	0.983974954194638
ADARB1	5.77437480959621	-1.67815470107457	0.772505683853565	-2.17235256147665	0.0298290802660731	0.469239379498741
ADARB2	37.0213964858167	0.8982234871189	1.01882157544766	0.881629824853513	0.377977021138358	0.852647743801497
ADAT1	0.475358065571493	0.684386706519777	2.15212530698689	0.318005045662495	0.750481109551101	NA
ADAT2	0.933187942112535	1.12105668886796	0.841879946629141	1.33161110839691	0.18298801276763	NA
ADAT3	0	NA	NA	NA	NA	NA
ADCK1	2.52011710454253	-0.150213884203783	0.741136377316853	-0.202680490124644	0.83938477330225	NA
ADCK2	0.239230999324145	1.99707884057043	1.49834477240698	1.33285668115107	0.182578840659882	NA
ADCK5	0.692421256043907	-1.49374981788208	1.49881564126382	-0.99662011574855	0.318948938120892	NA
ADCY1	1.73681053026103	-2.15114806088791	1.18405483391223	-1.81676388565579	0.0692532748397927	NA
ADCY10	1.17505499012066	-3.44708277950392	1.93412071023229	-1.78224800617017	0.0747087973988219	NA
ADCY2	7.10869384550437	0.132160157523021	0.804131668246097	0.164351390129029	0.869454528188561	0.983974954194638
ADCY3	0.874176727785618	0.461719700633122	1.1420998960744	0.404272605417558	0.686012267948964	NA
ADCY4	0.0142840397598238	-0.676783356131278	4.2344376940494	-0.159828389276421	0.873016260141458	NA
ADCY5	3.64227399820582	-0.538999167127812	0.737399598314195	-0.730945837724951	0.464812236368085	0.876942790601734
ADCY6	0.882283023355413	0.186477257031574	0.963696903305587	0.193501978051331	0.846565857070742	NA
ADCY7	0.11359281019855	-0.299835734157956	2.99309153382142	-0.100175932065513	0.92020465331213	NA
ADCY8	3.86151954907717	-1.42196715055239	1.07040985819948	-1.32843241274353	0.184035297630328	0.752688223860882
ADCY9	3.44125596584303	-0.387186101083326	1.16941164400657	-0.33109478862103	0.740572887932336	0.967385765040542
ADCYAP1	0.0887844990340398	-0.972180079138626	3.7131416775765	-0.26182143412668	0.793459113302539	NA
ADCYAP1R1	0.475431716295244	-2.53698364864518	2.02629664846355	-1.25202973146546	0.21055903045474	NA
ADD1	10.5641931722782	-0.504152070436366	0.504173242123681	-0.999958007118296	0.317330830385627	0.833491657586018
ADD2	1.19671377876463	-0.314574822464748	0.932256908518787	-0.337433618984448	0.735790044894838	NA
ADD3	29.3141945305116	1.05962898362602	0.32954045237528	3.21547468903551	0.0013022897862158	0.105598715273585
ADGB	0.679555915456828	-2.93435205194669	1.92017876807576	-1.52816607533227	0.12647130939512	NA
ADGRA1	2.38498201007454	-0.317625286463463	0.778307878628292	-0.40809722628435	0.683202296316561	NA
ADGRA2	0.625090459532585	-2.72133563445316	1.5633407939279	-1.74071811151028	0.0817330019764862	NA
ADGRA3	3.96538066561037	-0.192494843196982	0.901579710271466	-0.213508401979256	0.830930436373332	0.981493450696945
ADGRB2	2.27158485573656	-1.97426895710295	1.01424077996206	-1.94654858699017	0.0515888775398704	NA
ADGRB3	90.9053086952602	-0.390445717389568	0.405866363902341	-0.962005606070662	0.336046787888833	0.83400010411558
ADGRD1	0.213333561558703	-1.62095603921428	2.35800865426936	-0.687425822750656	0.491814429692933	NA
ADGRD2	0	NA	NA	NA	NA	NA
ADGRE1	0.0636033645552609	-1.00097668791795	4.00341570360124	-0.250030664319353	0.802563634895818	NA
ADGRE5	0.543828916811364	0.70309452674151	1.52089109654951	0.46229117149587	0.643872529856131	NA
ADGRF1	0.0640809351491352	-0.754780805168481	4.2341598096908	-0.178259876597241	0.858518887918577	NA
ADGRF2	0.0359206004064469	-0.754780804669707	4.2341598096927	-0.178259876479364	0.858518888011147	NA
ADGRF3	1.80467304286642	-4.00295520554096	2.10042244540428	-1.90578576909584	0.0566780060214916	NA
ADGRF4	0	NA	NA	NA	NA	NA
ADGRF5	0	NA	NA	NA	NA	NA
ADGRG1	4.35511928206568	-4.31620012263624	1.70930869256005	-2.5251144754736	0.0115660606739349	0.351280187825805
ADGRG2	0.855671980842107	0.881641845791587	1.44304295773744	0.610960221983913	0.541225914679787	NA
ADGRG3	0.0640809351491352	-0.754780805168481	4.2341598096908	-0.178259876597241	0.858518887918577	NA
ADGRG4	0	NA	NA	NA	NA	NA
ADGRG5	0.112678387300183	-0.754780805698566	4.23415980968878	-0.178259876722519	0.858518887820195	NA
