genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
AIFM3	4.01898836900843	2.02151204244649	0.448572991843074	4.50653980334528	6.58933294455383e-06	0.000317131415955487	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AKAP3	2.50417782992101	-4.24957692787269	1.19569205097164	-3.5540730779463	0.00037931379877601	0.00746737509633294	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALCAM	41.3935256645093	2.12943442912123	0.589453959114298	3.61255429061987	0.000303195600392121	0.00639762151529215	TRUE	NA	HARsv2_1897	HARsv2_1897	FALSE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ALDH1A2	6.36096696686689	-2.72475096815709	0.781437146086879	-3.48684597577879	0.000488752752016547	0.0090751128275665	TRUE	HARsv2_0893	NA	HARsv2_0893	TRUE	FALSE	TRUE	NA	772,773	772,773	FALSE	TRUE	TRUE	TRUE	TRUE
ALG12	10.0251848704274	2.06311232172201	0.398071426991108	5.18276917616621	2.186155267417e-07	1.90607392591024e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKAR	14.061826903598	2.05763241060553	0.404104901748544	5.09182739853499	3.54628864886584e-07	2.7852494489267e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD23	10.6964855598711	-2.53931746230916	0.440574710146024	-5.76364780780888	8.23150975750262e-09	1.12103905830494e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD27	33.4874698698444	-0.917332566445976	0.238850036719891	-3.8406214168674	0.000122723254316933	0.00321700696283516	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD7	35.6265123027682	-4.11434631655689	0.632212335553439	-6.50785517013867	7.62313586535539e-11	1.87186879044808e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKUB1	9.58605165863385	-6.13080470769757	1.44167181994424	-4.25256609922132	2.11334809011472e-05	0.000809802682173897	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANTXR1	44.7331394347456	0.97767945641895	0.269317944280678	3.63020540287516	0.000283195766138401	0.00617284684452399	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANXA5	9.7115206982906	-3.17093913457943	0.570645091749191	-5.55676230362307	2.74824603242203e-08	3.11951851529263e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP1S3	4.99794303459016	2.89554318765682	0.631596807693651	4.58448040329753	4.55116767057928e-06	0.000234015595779529	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	13.938773780353	-7.81789538718702	1.30659035864043	-5.98343263096009	2.1848342772602e-09	3.70252479211194e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	33.588152692669	0.761139272870037	0.213708180213763	3.56158230400307	0.00036862651306915	0.00731900033869309	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP35	68.7110358229186	-0.754592931769295	0.208380680308039	-3.6212230934932	0.000293213529676176	0.00633809213740929	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP6	20.4763308562729	-3.89666421705431	0.815324971281655	-4.77927740999877	1.75926319303497e-06	0.000106369119289431	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF39	1.80266294621108	-3.31140466406511	0.905412202350288	-3.6573448595781	0.000254841409406291	0.00567824414440091	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARPC5	9.52008711713197	1.25818849364576	0.307804671840683	4.08761987308948	4.35821494258065e-05	0.00140962479003039	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASH1L	221.020038109322	-0.633567709554436	0.170746624745772	-3.71057237879675	0.000206791160757548	0.00479404864399772	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASS1	3.80445721081568	-3.91805461745783	1.021121856447	-3.83700984629859	0.000124541480504271	0.00323431124873032	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATG10	28.9168939589766	1.13495312353358	0.214985998324357	5.27919554007995	1.29752280479032e-07	1.2590156763901e-05	TRUE	HARsv2_2271	NA	HARsv2_2271	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ATP10D	16.6536665349964	1.32655465394952	0.266103967587109	4.98509911737888	6.19300569835567e-07	4.48880991341057e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP2C2	8.3794500710691	1.64273578218642	0.395703540214736	4.15143059194	3.30403470082431e-05	0.00113680587446225	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP6V1C2	18.110778297115	1.70966861105618	0.47307352351503	3.61395961953863	0.000301556047811466	0.00639762151529215	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP6V1E2	3.83660206591471	2.87958766037894	0.626432150523689	4.59680694544756	4.29014782199136e-06	0.000225410736219214	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP8A1	151.368350007736	0.642411370014399	0.151172259162106	4.24953211372943	2.14217497648584e-05	0.000817568227096623	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP8B2	44.7691218495147	-0.991974832675882	0.236340062992169	-4.1972352047175	2.70193283688597e-05	0.000967549282542023	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AZIN2	20.7202250301503	1.40782409321086	0.190354122490812	7.39581614933932	1.40542348800545e-13	6.26298348432649e-11	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BBIP1	21.8076221985778	1.52076207899013	0.280201738806333	5.42738273312871	5.71864146060915e-08	6.0890879693849e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BBS4	28.3231841077058	-1.17560961359938	0.294282669437655	-3.99483128192991	6.47403393381352e-05	0.00191410333788199	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BCO2	22.7826232268131	2.19268198033594	0.400334162146027	5.47712932761439	4.32281283394372e-08	4.72837127436462e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BCOR	5.77448033326768	1.56684207192175	0.37065283497854	4.22724966345521	2.36565136162148e-05	0.000878503616760173	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BDP1	112.814859464144	-0.658166872280588	0.137295972890307	-4.79378133549795	1.63666664498678e-06	9.99612846318827e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BIN3	19.0540653764183	-1.02989365111585	0.268436122491422	-3.83664330104737	0.000124727428474972	0.00323431124873032	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BMI1	2.46778960057371	-5.34696526687079	1.0977959961555	-4.87063651679909	1.11239312197678e-06	7.31383281072386e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BMP7	11.0683582960191	-2.49807274987744	0.586035470043727	-4.26266476616346	2.02003450233247e-05	0.000779008177309754	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BPGM	2.79633671964244	2.39302302910141	0.525860662391769	4.55067891600265	5.34730953113702e-06	0.000266966092442492	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
C6orf165	3.9770003865489	3.76145740628436	0.906248251664103	4.15058169698796	3.31631367965634e-05	0.00113680587446225	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CACNG2	83.364547136937	-1.20083492960889	0.286827590207436	-4.18660885705045	2.8315316300555e-05	0.00100795824179964	TRUE	HARsv2_1731	NA	HARsv2_1731	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CAPRIN2	47.7901208507225	1.04716546119305	0.204274566785671	5.12626450600559	2.95547318896932e-07	2.47929755172845e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCAR1	54.5567917598471	-0.910160424034246	0.205296335302718	-4.43339830052094	9.27592725125666e-06	0.000425984567508092	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	648	NA	648	TRUE	FALSE	TRUE	TRUE	FALSE
CCDC122	10.2808802847049	1.81994900979185	0.426076631520867	4.27141240601626	1.94238821300646e-05	0.000751473150446745	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC136	20.9126851711781	-1.22576700832213	0.240779155589325	-5.09083523165438	3.56489706727653e-07	2.7852494489267e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC93	30.9949661618067	0.763356481247343	0.217671678228302	3.50691687343315	0.00045333074054778	0.00863049916182102	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCL25	18.0717506928889	-6.98345234798295	2.01518303910929	-3.46541838257514	0.000529407188942597	0.00963702257856543	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCND3	17.0629329075083	1.68979284798933	0.43329659956398	3.89985254832312	9.62512890477283e-05	0.00265010414146972	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCNI	38.9190943996329	1.08770197965924	0.305043377225025	3.56572887945986	0.000362846334812918	0.007300613880383	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCPG1	26.9491953707702	-8.72722294099085	1.15804581033032	-7.53616382282966	4.83998484609182e-14	2.32938790672707e-11	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD109	8.94495495454519	1.30258514217658	0.374662320789537	3.47669106258565	0.000507642386913516	0.00936802637936108	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD47	77.9939435708904	0.762295354398083	0.196726031747054	3.87490840753716	0.000106664811595817	0.0028711208347223	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD59	10.8414281693545	1.49392514300697	0.399327963471732	3.74109824420729	0.000183217877829514	0.00434808186596591	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDC42BPB	55.1070135696254	-0.681376825539952	0.189004104049352	-3.60509010620232	0.000312044642164732	0.00652947555830931	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDKL2	15.5774919501096	0.977936098200232	0.231455440005894	4.22515927115529	2.38771844005321e-05	0.000883970100637547	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDS2	43.9712933694499	-0.824406071184629	0.225006127920127	-3.66392719525079	0.000248377412144928	0.00556513412090833	TRUE	HARsv2_1625	NA	HARsv2_1625	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CENPT	3.44636927300423	3.04404588794011	0.696584354940592	4.3699601725906	1.24269199713851e-05	0.000534002503913235	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CENPW	4.8143271724008	4.59145417830268	0.557722029449401	8.2325135746126	1.83325367401059e-16	1.22542823364975e-13	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CEP164	41.2530901186147	-1.0030853847718	0.169113963592552	-5.93141668176224	3.00331955609561e-09	4.88323525661383e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CEP290	46.3618394458991	0.689424164416348	0.160520589522333	4.29492669113595	1.74751072284833e-05	0.000700868300577035	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERK	17.7094052412224	-1.01707336254833	0.26878175520648	-3.78401190872129	0.000154320434446217	0.00386025668868376	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERS1	13.6256021125193	-7.74994452629918	1.84936767290869	-4.19059154100497	2.78228134352947e-05	0.000993365255945003	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERS5	25.6217243505263	0.807154249451215	0.222190725541264	3.63270900477489	0.000280461243582061	0.00614411120358901	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFAP36	32.870731593047	0.664775411681866	0.172784366379785	3.84742801452691	0.000119364332956225	0.00315646517391055	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFI	5.30482713942149	-4.66562209694062	1.11097475630707	-4.19957525628159	2.67416141141939e-05	0.000965299986744689	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFLAR	8.0608810568867	-2.76674103603935	0.561655255031153	-4.92604851687159	8.39091714703831e-07	5.90406521129619e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHD6	78.0924158627163	0.50590016540008	0.135174264604782	3.7425775304139	0.000182142309282263	0.00433767176313618	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHKB	2.28664428909328	-5.14031865326257	1.23830860960297	-4.15108044424456	3.30909422671022e-05	0.00113680587446225	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHN2	45.8387951823459	-3.60179561226572	0.870919270394344	-4.13562512015018	3.53989673961394e-05	0.00119977570622633	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHST9	5.8453432189663	1.95525609599268	0.472268249095523	4.14013878709259	3.47095759458169e-05	0.00117973338355952	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CIB1	3.09158304132669	3.46344865398279	0.471772707673114	7.34135018336537	2.11449756866126e-13	9.08629812361865e-11	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLMP	64.4908700716291	-1.18808484932509	0.296904815000002	-4.00156814339667	6.292406751332e-05	0.00187866595612969	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CMC1	26.9726746398053	0.785100267182676	0.217174852516003	3.61506066695647	0.000300277295721428	0.00638861555488236	TRUE	HARsv2_1783	NA	HARsv2_1783	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CNTN3	264.277564829804	0.787739318146551	0.183175099373058	4.30047162983777	1.70434990789801e-05	0.000688145573551305	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	117	117	FALSE	TRUE	TRUE	TRUE	FALSE
COCH	4.34343609732692	2.05287155587426	0.558997223489187	3.67241816168693	0.000240266107133222	0.00542191825379361	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL12A1	34.6580949503825	4.72319653863852	0.590798091481277	7.99460358241222	1.29991432347757e-15	7.44789006670579e-13	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL16A1	5.56633182891182	1.67378938866776	0.36584724249349	4.57510456347788	4.75982199217201e-06	0.000242670246651753	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL4A1	14.6771778008858	-3.04555151748528	0.756790233964055	-4.02430076499895	5.71448481706094e-05	0.00175399697242034	TRUE	HARsv2_0702	NA	HARsv2_0702	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
COL4A2	22.1526510413148	-2.85698542644008	0.684289149175335	-4.17511432101933	2.97836447266709e-05	0.00104501778628104	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COMMD1	88.1812279406147	-0.665561417870328	0.17814049049359	-3.73616024086494	0.000186851623103923	0.00439960612365245	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CORIN	2.92497077628797	2.2033868125511	0.618547118775105	3.56219719673809	0.000367763972097138	0.00731900033869309	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CPNE9	12.7775529985561	-1.76873102087278	0.494538270852195	-3.57653011934724	0.000348185215587953	0.00705068803754335	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CR1	6.32128875597125	-4.32260805936107	1.11172867269378	-3.88818617845588	0.000100996145487156	0.00274308266930352	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CRIM1	49.6888076361546	-1.15168309760433	0.305043788389726	-3.77546811781964	0.000159707451781014	0.00395390958812584	TRUE	HARsv2_1353,HARsv2_1354,HARsv2_1355	NA	HARsv2_1353,HARsv2_1354,HARsv2_1355	TRUE	FALSE	TRUE	NA	880	880	FALSE	TRUE	TRUE	TRUE	TRUE
CRLF1	3.77422807386041	-2.50121746593746	0.713085027471656	-3.50760059400754	0.000452167364374515	0.0086219932300383	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CRTC1	48.9442548073121	-0.875669559782536	0.230434519114656	-3.80007979336999	0.000144649504054961	0.00367954087270462	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CSAD	19.4252440781459	2.10359541801328	0.402459082754187	5.22685537028397	1.72417262257639e-07	1.54815261155515e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	701	NA	701	TRUE	FALSE	TRUE	TRUE	FALSE
CTNND1	25.3797595973776	-8.60220055564534	0.954503197173018	-9.01222812152201	2.01911804236741e-19	4.85880565715295e-16	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CUBN	8.68622877409096	1.56096656592087	0.411834999510466	3.79027175392169	0.000150482556705827	0.0037958199628606	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
