genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ABCA5	132.291605715502	0.591514815054056	0.1586242007319	3.72903259606528	0.000192216289254652	0.0050894978262779	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCB8	19.4431726394752	1.0498452094652	0.283526598070514	3.70281030636887	0.000213224314665603	0.0054768578773402	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABR	188.605064736293	-0.793573262531032	0.214084180940009	-3.7068281226879	0.000209871271535631	0.00541386814405541	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACADM	37.0974021267985	1.25425479902164	0.28489784821693	4.4024719978461	1.07024406827733e-05	0.000502564021133033	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACMSD	4.62379450301329	3.52637108714904	0.533295797299419	6.61241117032311	3.78110013935834e-11	7.97414118863625e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACO2	63.3949894144221	-0.861097791081664	0.185226650647285	-4.64888712327576	3.33730775290199e-06	0.00019569647072017	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACTR5	20.0029412850845	-1.37557474784169	0.385693879754143	-3.56649358480496	0.00036178966226748	0.00811394315320407	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS12	8.38481819339344	2.84297334154004	0.663837615157635	4.28263369930454	1.84694085201209e-05	0.00077789779641865	TRUE	HARsv2_2241	NA	HARsv2_2241	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ADAMTS6	10.3679017899316	1.85244516251459	0.511819782991187	3.61933091309697	0.000295365734368482	0.00700313903913909	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS9	19.6032721853332	-3.98801841515096	0.885156378578171	-4.50543939089828	6.62357429927517e-06	0.000344683924898644	TRUE	HARsv2_1822,HARsv2_1823,HARsv2_1824	NA	HARsv2_1822,HARsv2_1823,HARsv2_1824	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
