genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ANKRD7	30.1405275784608	-4.222206443173	0.815501241680119	-5.17743717284145	2.24954662122476e-07	1.98024375428386e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKUB1	12.4514999513923	-5.9757995082671	1.32185464102632	-4.52076901861718	6.16153892008098e-06	0.000300137571743391	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANP32A	43.8776018143023	-1.10852508909284	0.277084303851097	-4.00067803800446	6.316124560539e-05	0.00209006333185106	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANP32B	17.0351601278081	-1.54265188024592	0.330447408059129	-4.66837337083874	3.03593803799821e-06	0.000167030805269152	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANXA5	17.2805134284982	-1.64436783111847	0.371082541192609	-4.43127242212391	9.36786478993489e-06	0.000429180541528467	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP1S3	5.84842311831576	2.42190928050958	0.411600129225057	5.88413148720201	4.00149635493137e-09	5.42254657869399e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	24.5195905872907	-7.5167921930374	1.30013648793934	-5.7815408326484	7.40195095393714e-09	9.70443016556609e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APEX1	8.96535415953501	1.76476641503502	0.456561275240778	3.86534406384844	0.00011093270623584	0.00319423988703385	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	38.4742707893242	1.73676396573189	0.232348355338927	7.47482788590634	7.73049650745099e-14	3.17568796526087e-11	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APTX	27.463972848653	0.902597240869916	0.250955539175917	3.59664203401864	0.000322351603806427	0.00726263467149984	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP12	24.8669112520549	0.879949351281792	0.225262774114894	3.90632386882077	9.37108925643346e-05	0.00280313844651179	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP25	5.99666817310243	4.07299928713617	0.581642382029877	7.00258339655681	2.51285212011066e-12	8.36983500763347e-10	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP35	98.5761592454873	-0.706056716130126	0.181783148537807	-3.88406033127587	0.000102726399676803	0.00303597158181515	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP4	6.77064750914269	2.94548887448759	0.478904478355836	6.15047260489185	7.7252401912638e-10	1.22058795021968e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF39	2.99291859409833	-4.47249352896069	1.12517082918894	-3.97494621522016	7.03951629662807e-05	0.0022302056256978	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARL16	11.6762480851893	1.23730768686304	0.32226851520658	3.83936881351844	0.000123351017454787	0.0034786680528897	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARSD	6.88817479013658	-5.10742518158504	1.29116916173997	-3.95565920634468	7.63238992266175e-05	0.00238130565587047	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASH1L	366.962940693217	-0.612052431333651	0.130581770660211	-4.68712001866083	2.77076493439484e-06	0.000156187168975478	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASNS	25.093799084988	0.94548696290152	0.239429467874915	3.94891644413406	7.85057462153228e-05	0.00243103580991198	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	269	269	FALSE	TRUE	TRUE	TRUE	FALSE
ASXL3	194.786119823064	0.541335658150041	0.14475309492764	3.73971733330226	0.000184227305091777	0.00481020616091326	TRUE	HARsv2_1186	NA	HARsv2_1186	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ATG10	37.171003442329	1.2737140489484	0.242221848874602	5.258460600752	1.45266299825136e-07	1.35242819953019e-05	TRUE	HARsv2_2271	NA	HARsv2_2271	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ATP10A	40.1877754138785	-3.29265040156998	0.508248687041441	-6.47842382188291	9.26857051271015e-11	2.00396250874807e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP2A1	0.999698669337987	2.84789245147719	0.80161134997656	3.55270974089933	0.000381284924824754	0.00822934398168174	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP6AP1L	19.8926413192592	1.35402086367642	0.381509870386614	3.54911096351003	0.000386534159027963	0.00828460343627934	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATP8B2	41.2275662502903	-0.836431531440256	0.226875959673818	-3.68673495703468	0.000227149717913024	0.00564393774911312	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AXIN2	10.4562588414857	1.1575857344967	0.322217316509672	3.59256214729836	0.000327442527685181	0.00732426101644576	TRUE	HARsv2_1134	NA	HARsv2_1134	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
B4GALNT3	128.513761937566	-1.77842858183919	0.444572110901955	-4.00031522047366	6.32581647825742e-05	0.00209006333185106	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
B4GALT1	4.86843440629173	1.9325537809337	0.468469622740667	4.12524886806484	3.70334083713598e-05	0.00137478937132967	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BAIAP2L1	14.2187712831975	3.44232067937667	0.504283674198014	6.82615927404581	8.72180947889088e-12	2.55922809566313e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BAIAP2L2	24.4266651093308	2.30901188644367	0.655199549555167	3.52413533863281	0.000424867179665465	0.00883513542574836	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BARX2	10.3318367408876	3.12196947947608	0.817794205398567	3.81754903478991	0.000134784004778728	0.00372439030245078	TRUE	HARsv2_0460	NA	HARsv2_0460	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
BBIP1	28.0925734911487	1.03452762552413	0.21704674654301	4.76638162977085	1.87563839230303e-06	0.000116913024302035	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BCO2	8.43321406368194	1.85828863989098	0.479629386998954	3.87442615123796	0.000106876246361188	0.0031138129081685	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BDH2	11.9693278822773	-3.47835789286328	0.901588699533893	-3.85803182167382	0.000114303768786949	0.00324349973156086	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BMI1	6.56891044905388	-5.63026767098623	1.02460017143688	-5.49508757459064	3.9051657282652e-08	4.18453404362378e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CA13	2.39509090281438	2.30318194798037	0.539335095087457	4.27040993430419	1.95114003918708e-05	0.000812224787666264	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CACNA1E	237.976373345803	-0.527244992706671	0.143091725769582	-3.68466443374708	0.000229004146155053	0.00567856558795748	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	28	NA	28	TRUE	FALSE	TRUE	TRUE	FALSE
CALB1	9.8276786699877	-2.8087436682126	0.769228572642158	-3.65137719542201	0.000260837817183353	0.00627844777142118	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	1186	1186	FALSE	TRUE	TRUE	TRUE	FALSE
CALCB	2.28712059376704	-4.14094933578996	1.13176088113589	-3.6588553331459	0.000253344294038284	0.00612199035240747	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CASP3	15.0794180290237	-1.13103483669701	0.317377120474374	-3.56369367459914	0.000365672665193777	0.00797619455902321	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CC2D1A	27.9157781081447	1.47481153390964	0.404451124275233	3.64645180935637	0.000265886313862254	0.00632814100746259	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC168	5.64771181342497	3.1459601573813	0.592501820885388	5.3096210787677	1.09853385060405e-07	1.05768212303471e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC170	6.30404425230398	2.27460908150222	0.589637025551912	3.85764289373304	0.00011448575001858	0.00324349973156086	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC24	20.1145990037338	1.38772408920384	0.302146020882849	4.59289215574975	4.37144997212955e-06	0.000225413177642362	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC36	10.8612237074507	-2.44362373171254	0.587239204191788	-4.16120673529568	3.16570339550308e-05	0.00122685939138931	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC66	63.792652471478	1.05432413471916	0.291213943436295	3.62044523788332	0.000294096494285253	0.0068392838471056	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC93	27.8385147680927	1.07945837799859	0.213842679059919	5.04790897095022	4.46671867176854e-07	3.52870775069715e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCL25	26.2767114704938	-7.62594330728326	2.00675263518518	-3.80014117015451	0.00014461368157053	0.00392559253672954	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCNO	1.58911976408805	3.79562376346435	0.933261146752463	4.0670543037951	4.76111512958663e-05	0.0017007531262906	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCPG1	55.2104512220952	-8.69469637328671	1.16551244316753	-7.45997730376607	8.65373853620563e-14	3.44027979742575e-11	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD163L1	30.2209828900446	1.78582852992093	0.482811536965162	3.69881080544642	0.000216611985401897	0.00546336260572333	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD247	8.76023878533868	2.41221249887424	0.378396386796362	6.37482963116241	1.83166452647775e-10	3.52709900379873e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD83	6.70735287620739	1.43753523737756	0.343590713841899	4.18385939859547	2.86601409488669e-05	0.00112845871263206	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDH20	52.5238223937734	-3.07776770956449	0.723577733141679	-4.25354121415709	2.10416189198884e-05	0.000864389705229017	TRUE	HARsv2_1253,HARsv2_1254	NA	HARsv2_1253,HARsv2_1254	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CDKL2	23.7504226226883	0.821395316026923	0.211911351747095	3.87612701846767	0.000106132295603625	0.0031138129081685	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDR2	88.3756180431852	-4.53894173944721	1.28526234398718	-3.53152938828533	0.000413163948372096	0.00868913395859677	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CEBPD	2.05973041724455	3.32545745862402	0.685282258076806	4.85268284627224	1.21802395878708e-06	8.15811264570215e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CENPT	4.17877422862838	2.96667478311624	0.582024461706274	5.09716511642669	3.44777589077998e-07	2.89050272639269e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CENPW	3.8744370149497	4.69263261149365	0.696715568355064	6.7353635036072	1.63520608629127e-11	4.38093039292469e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERK	26.61152959749	-0.823306071440445	0.227830964359008	-3.61367066042484	0.00030189248761349	0.00692834826321908	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFAP36	45.4220423121622	0.728972602972779	0.184402703897471	3.95315571607938	7.71272084359372e-05	0.00240029221405174	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFAP44	20.1974531675795	1.06011494808435	0.28293820059576	3.7468074153725	0.000179099480593289	0.00469621701879084	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFI	10.4251789475672	-4.13735458641967	1.1155809477829	-3.70869957455103	0.000208326425989757	0.00530457618573917	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHKB	6.84339770744572	-5.68688727556478	1.13635519226104	-5.00449798997213	5.60077963916244e-07	4.13317414808611e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CIB1	5.35743716954629	2.00209214467559	0.487351709524805	4.10810530782327	3.98918216846068e-05	0.00146754271773461	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLEC2L	27.8077378247034	1.06694279794397	0.23068595673616	4.62508777317663	3.74439802811225e-06	0.000198051336044873	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLN8	3.61695259982854	2.55741858949426	0.718479441813351	3.55948749631536	0.000371579223170804	0.00807644152796647	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLNS1A	72.7455704557951	-1.70991893991324	0.451114884926453	-3.79042899502643	0.000150387319918771	0.00404666666087102	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CMC1	31.2901881853345	1.0414280147092	0.214531821768359	4.8544220905078	1.20738325169006e-06	8.13103343925045e-05	TRUE	HARsv2_1783	NA	HARsv2_1783	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CMKLR1	16.945871155083	-3.22151093327568	0.711867401590852	-4.5254367963421	6.02708923894531e-06	0.000297111391123048	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CNTN2	9.72223896259592	-2.30542950210088	0.484724563292312	-4.75616396751612	1.97306233042626e-06	0.000119783350542726	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CNTN3	405.639507236239	0.714585878666605	0.202794468434654	3.52369511941034	0.000425573626243	0.00883513542574836	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	117	117	FALSE	TRUE	TRUE	TRUE	FALSE
COCH	5.07676544030899	2.48659465833401	0.712214094584436	3.49135839523773	0.000480571134667922	0.00969322203542958	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL11A1	19.1215193239608	3.12550698821716	0.618898026684453	5.05011626060768	4.41541253157881e-07	3.51068026059208e-05	TRUE	HARsv2_0114	NA	HARsv2_0114	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
COL12A1	17.0403433259233	2.27524404599491	0.486067312949219	4.68092378438253	2.85585104838294e-06	0.000159979583273961	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL13A1	18.8448316179997	-5.37437463809384	1.40997135892763	-3.81169064468187	0.000138019544928048	0.00379002244713023	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL14A1	46.7522324093445	-3.48126254536036	0.673743761060309	-5.16704234838731	2.37827391931349e-07	2.07871260862549e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	1199	NA	1199	TRUE	FALSE	TRUE	TRUE	FALSE
COL22A1	37.9954375723964	2.38372043439937	0.488685473224245	4.87782134932736	1.07264007386911e-06	7.30343440351544e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COMMD10	87.4206618170663	-0.830496317698408	0.14672858935388	-5.66008520463191	1.51297857599556e-08	1.8461334624326e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CRAMP1L	9.68944319657056	2.23424668538157	0.558128919967955	4.0031014438561	6.25174791214643e-05	0.00209006333185106	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CREBRF	81.6678072906272	-0.645747329568489	0.149155637057396	-4.32935249587652	1.49548397527506e-05	0.000646678754782099	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CRIM1	117.593912420573	0.692412600702076	0.194367399706327	3.56239061564982	0.000367493044024429	0.00800173900098422	TRUE	HARsv2_1353,HARsv2_1354,HARsv2_1355	NA	HARsv2_1353,HARsv2_1354,HARsv2_1355	TRUE	FALSE	TRUE	NA	880	880	FALSE	TRUE	TRUE	TRUE	TRUE
CSAD	24.9897358516767	2.56512101833719	0.472059245559764	5.43389636463001	5.51366114791825e-08	5.5244195111337e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	701	NA	701	TRUE	FALSE	TRUE	TRUE	FALSE
CSGALNACT1	148.887584903207	-0.656799424845812	0.171958870953451	-3.8195146386115	0.000133714524397834	0.00370314112062676	TRUE	HARsv2_2769	NA	HARsv2_2769	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CTNND1	76.3369296365798	-9.16473747240895	0.97537856496039	-9.39608250749403	5.66324396012859e-21	6.97938185646247e-18	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
