sample_ID	expr	species	cell_type
humanH200102344	0	Human	Vip2
chimpC193200150	0	Chimp	Vip2
chimpC193200250	0	Chimp	Vip2
chimpC193200350	0.799553699641233	Chimp	Vip2
chimpC193200450	0.913785827510322	Chimp	Vip2
chimpC193200550	2.15893851750804	Chimp	Vip2
chimpC193200649	1.01795014201929	Chimp	Vip2
chimpC193200750	0.802629478780517	Chimp	Vip2
gorillaG193200150	0	Gorilla	Vip2
gorillaG193200250	0	Gorilla	Vip2
gorillaG203200150	1.67741522325683	Gorilla	Vip2
gorillaG203200250	0	Gorilla	Vip2
rhesusQ192601050	0	Rhesus	Vip2
rhesusQ192601150	0	Rhesus	Vip2
rhesusQ192601550	0	Rhesus	Vip2
marmosetbi00550	4.78826472365222	Marmoset	Vip2
marmosetbi00650	1.61064953726313	Marmoset	Vip2
marmosetbi00750	1.72663372581611	Marmoset	Vip2
humanH183000150	0	Human	Vip3
humanH183000251	0	Human	Vip3
humanH193000151	0	Human	Vip3
humanH193000251	0	Human	Vip3
humanH200102345	0	Human	Vip3
chimpC193200151	0	Chimp	Vip3
chimpC193200251	1.1779534493908	Chimp	Vip3
chimpC193200351	0.70128160850047	Chimp	Vip3
chimpC193200451	0	Chimp	Vip3
chimpC193200551	0	Chimp	Vip3
chimpC193200650	0.969922982030272	Chimp	Vip3
chimpC193200751	1.6375174068211	Chimp	Vip3
gorillaG193200151	0	Gorilla	Vip3
gorillaG193200251	0	Gorilla	Vip3
gorillaG203200151	0	Gorilla	Vip3
gorillaG203200251	0	Gorilla	Vip3
rhesusQ192601051	0.868043108747991	Rhesus	Vip3
rhesusQ192601151	0.973535763607829	Rhesus	Vip3
rhesusQ192601551	0	Rhesus	Vip3
marmosetbi00551	0	Marmoset	Vip3
marmosetbi00651	1.53346108825684	Marmoset	Vip3
marmosetbi00751	3.20443682371174	Marmoset	Vip3
humanH183000151	0	Human	Vip4
humanH183000252	0	Human	Vip4
humanH193000152	0	Human	Vip4
humanH193000252	0	Human	Vip4
humanH200102346	0	Human	Vip4
chimpC193200152	1.34621714967074	Chimp	Vip4
chimpC193200252	1.0032009717668	Chimp	Vip4
chimpC193200352	0.744327660798361	Chimp	Vip4
chimpC193200452	0.702148915224342	Chimp	Vip4
chimpC193200552	1.61957155230787	Chimp	Vip4
chimpC193200651	0	Chimp	Vip4
chimpC193200752	0	Chimp	Vip4
gorillaG193200152	0.710351837586812	Gorilla	Vip4
gorillaG193200252	0.570543276984625	Gorilla	Vip4
gorillaG203200152	0	Gorilla	Vip4
gorillaG203200252	0	Gorilla	Vip4
rhesusQ192601052	0.520026647650148	Rhesus	Vip4
rhesusQ192601152	0.595582140942564	Rhesus	Vip4
rhesusQ192601552	0	Rhesus	Vip4
marmosetbi00552	4.7253620785643	Marmoset	Vip4
marmosetbi00652	6.15856985552428	Marmoset	Vip4
marmosetbi00752	0	Marmoset	Vip4
humanH183000152	0	Human	Vip5
humanH183000253	0	Human	Vip5
humanH193000153	0	Human	Vip5
humanH193000253	0	Human	Vip5
humanH200102347	0	Human	Vip5
chimpC193200153	0	Chimp	Vip5
chimpC193200253	1.94298406514201	Chimp	Vip5
chimpC193200353	4.79936872343526	Chimp	Vip5
chimpC193200453	0.87018434260233	Chimp	Vip5
chimpC193200553	1.7361999122712	Chimp	Vip5
chimpC193200652	2.85222050183222	Chimp	Vip5
chimpC193200753	0.772342127540444	Chimp	Vip5
gorillaG193200153	0	Gorilla	Vip5
gorillaG193200253	0.770500177637227	Gorilla	Vip5
gorillaG203200153	0	Gorilla	Vip5
gorillaG203200253	0	Gorilla	Vip5
rhesusQ192601053	0.880939028310789	Rhesus	Vip5
rhesusQ192601153	0.832698270380381	Rhesus	Vip5
rhesusQ192601553	0	Rhesus	Vip5
marmosetbi00553	4.34523682240568	Marmoset	Vip5
marmosetbi00653	7.13678084825853	Marmoset	Vip5
marmosetbi00753	1.66521489470235	Marmoset	Vip5
humanH183000153	0	Human	Vip6
humanH183000254	0	Human	Vip6
humanH193000154	0.502004160743127	Human	Vip6
humanH193000254	0	Human	Vip6
humanH200102348	0	Human	Vip6
chimpC193200154	0	Chimp	Vip6
chimpC193200254	0	Chimp	Vip6
chimpC193200354	0	Chimp	Vip6
chimpC193200454	0	Chimp	Vip6
chimpC193200554	0.922415688251167	Chimp	Vip6
chimpC193200653	1.99975284549017	Chimp	Vip6
chimpC193200754	1.79385820637025	Chimp	Vip6
gorillaG193200154	1.16064316847338	Gorilla	Vip6
gorillaG193200254	0	Gorilla	Vip6
gorillaG203200154	0	Gorilla	Vip6
gorillaG203200254	0.533257555500143	Gorilla	Vip6
rhesusQ192601054	0	Rhesus	Vip6
rhesusQ192601154	0.369000726279137	Rhesus	Vip6
rhesusQ192601554	0.546307512884544	Rhesus	Vip6
marmosetbi00554	1.89767489137086	Marmoset	Vip6
marmosetbi00654	8.78780460099697	Marmoset	Vip6
marmosetbi00754	3.90191632434901	Marmoset	Vip6
humanH183000154	0	Human	Vip7
humanH183000255	0	Human	Vip7
humanH193000155	0	Human	Vip7
humanH193000255	0	Human	Vip7
humanH200102349	0	Human	Vip7
chimpC193200155	0	Chimp	Vip7
chimpC193200255	1.31451253882144	Chimp	Vip7
chimpC193200355	0	Chimp	Vip7
chimpC193200455	2.30579934537806	Chimp	Vip7
chimpC193200555	1.65597719897773	Chimp	Vip7
chimpC193200654	0	Chimp	Vip7
chimpC193200755	0	Chimp	Vip7
gorillaG193200155	0	Gorilla	Vip7
gorillaG193200255	0.565220822994941	Gorilla	Vip7
gorillaG203200155	0	Gorilla	Vip7
gorillaG203200255	1.51179927432761	Gorilla	Vip7
rhesusQ192601055	0	Rhesus	Vip7
rhesusQ192601155	0	Rhesus	Vip7
rhesusQ192601555	0	Rhesus	Vip7
marmosetbi00555	3.80246593188839	Marmoset	Vip7
marmosetbi00655	1.6886899125307	Marmoset	Vip7
marmosetbi00755	6.37713972607273	Marmoset	Vip7
humanH183000155	0	Human	Vip8
humanH183000256	0	Human	Vip8
humanH193000156	0	Human	Vip8
humanH193000256	0	Human	Vip8
humanH200102350	2.10649392986906	Human	Vip8
chimpC193200156	0	Chimp	Vip8
chimpC193200256	1.63766685653007	Chimp	Vip8
chimpC193200356	2.0274471200705	Chimp	Vip8
chimpC193200456	0.806230665709027	Chimp	Vip8
chimpC193200556	0	Chimp	Vip8
chimpC193200655	0.848877886807001	Chimp	Vip8
chimpC193200756	0	Chimp	Vip8
gorillaG193200156	0	Gorilla	Vip8
gorillaG193200256	0	Gorilla	Vip8
gorillaG203200156	0	Gorilla	Vip8
gorillaG203200256	0.990776732948835	Gorilla	Vip8
rhesusQ192601056	0.878750507403388	Rhesus	Vip8
rhesusQ192601156	0	Rhesus	Vip8
rhesusQ192601556	2.24423236788354	Rhesus	Vip8
marmosetbi00556	2.13568803920501	Marmoset	Vip8
marmosetbi00656	1.73152532247793	Marmoset	Vip8
marmosetbi00756	3.35645168061889	Marmoset	Vip8
